ticket_id,bol_ts,terminal_code,sold_to_id,payer_id,bill_to_id,product_code,gallons_net,gallons_gross,temperature_f,status
BOL-2026-000185,2026-06-01 16:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7073.3,7203.1,86.6,delivered
BOL-2026-000186,2026-07-29 21:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6221.6,6347.4,89.3,delivered
BOL-2026-000187,2026-06-19 05:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7351.6,7447.9,89.1,delivered
BOL-2026-000188,2026-07-17 15:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7698.1,7794.8,78.2,delivered
BOL-2026-000189,2026-07-03 20:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7279.0,7462.8,96.6,quality_hold
BOL-2026-000190,2026-06-15 11:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5912.4,6049.5,93.6,delivered
BOL-2026-000191,2026-06-03 11:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7922.9,8043.2,82.0,delivered
BOL-2026-000192,2026-06-27 17:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5657.9,5730.1,78.5,delivered
BOL-2026-000193,2026-06-27 21:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4539.4,4597.6,88.5,delivered
BOL-2026-000194,2026-07-07 15:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5517.9,5626.4,88.5,delivered
BOL-2026-000195,2026-07-15 16:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5716.0,5865.9,98.0,delivered
BOL-2026-000196,2026-07-30 06:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6406.3,6498.6,92.0,delivered
BOL-2026-000197,2026-06-03 19:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6974.2,7083.4,82.7,delivered
BOL-2026-000198,2026-06-03 09:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6108.9,6175.5,75.8,delivered
BOL-2026-000199,2026-06-27 15:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4311.4,4366.4,78.5,delivered
BOL-2026-000200,2026-07-27 08:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5122.7,5188.9,88.7,delivered
BOL-2026-000201,2026-07-31 11:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4942.4,5048.5,91.1,delivered
BOL-2026-000202,2026-07-21 15:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6531.3,6690.8,95.4,delivered
BOL-2026-000203,2026-07-16 10:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5064.2,5124.7,77.3,delivered
BOL-2026-000204,2026-06-02 16:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6831.4,6880.9,76.1,delivered
BOL-2026-000205,2026-07-31 20:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6672.1,6750.4,77.0,delivered
BOL-2026-000206,2026-06-06 19:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7764.9,7910.6,87.2,delivered
BOL-2026-000207,2026-07-19 09:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7775.0,7916.6,86.4,delivered
BOL-2026-000208,2026-06-12 12:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5421.4,5460.2,75.9,delivered
BOL-2026-000209,2026-07-29 13:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4601.7,4662.6,89.4,delivered
BOL-2026-000210,2026-07-09 10:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5651.8,5743.9,96.2,quality_hold
BOL-2026-000211,2026-07-24 07:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5338.0,5383.9,79.1,delivered
BOL-2026-000212,2026-07-11 05:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6960.2,7026.9,81.3,delivered
BOL-2026-000213,2026-07-21 17:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4879.7,4960.5,84.0,delivered
BOL-2026-000214,2026-06-25 09:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8448.5,8533.3,82.3,delivered
BOL-2026-000215,2026-07-19 21:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4726.8,4807.7,84.8,delivered
BOL-2026-000216,2026-06-04 17:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8079.9,8266.7,93.5,delivered
BOL-2026-000217,2026-07-17 11:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6344.7,6438.4,81.4,quality_hold
BOL-2026-000218,2026-07-29 21:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5717.4,5756.5,75.2,delivered
BOL-2026-000219,2026-07-25 20:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6053.0,6200.0,95.2,delivered
BOL-2026-000220,2026-07-19 16:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5037.0,5131.9,87.3,delivered
BOL-2026-000221,2026-07-05 13:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8392.9,8481.7,83.5,delivered
BOL-2026-000222,2026-06-25 16:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6350.3,6416.5,75.1,delivered
BOL-2026-000223,2026-06-24 20:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6416.7,6513.7,81.9,delivered
BOL-2026-000224,2026-06-12 14:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6489.1,6627.9,91.0,delivered
BOL-2026-000225,2026-07-22 16:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6709.9,6809.8,93.1,delivered
BOL-2026-000226,2026-07-15 05:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7566.5,7736.7,92.6,delivered
BOL-2026-000227,2026-07-17 20:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7530.8,7650.8,83.1,delivered
BOL-2026-000228,2026-06-18 08:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4851.2,4953.6,90.6,delivered
BOL-2026-000229,2026-07-20 20:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6430.3,6509.9,87.5,delivered
BOL-2026-000230,2026-07-04 17:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6492.4,6571.6,87.1,delivered
BOL-2026-000231,2026-07-24 13:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5399.7,5478.7,81.2,delivered
BOL-2026-000232,2026-07-31 14:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5563.3,5649.3,82.4,delivered
BOL-2026-000233,2026-07-21 13:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5832.7,5983.6,97.5,delivered
BOL-2026-000234,2026-07-29 09:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4539.8,4653.2,96.2,delivered
BOL-2026-000235,2026-07-18 11:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6616.7,6677.7,80.5,delivered
BOL-2026-000236,2026-07-18 12:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5170.4,5240.3,79.6,delivered
BOL-2026-000237,2026-06-24 20:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8347.4,8488.3,97.5,delivered
BOL-2026-000238,2026-07-13 20:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5435.2,5486.1,80.8,delivered
BOL-2026-000239,2026-07-19 12:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4360.4,4431.2,96.1,delivered
BOL-2026-000240,2026-07-23 06:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7420.7,7537.2,94.9,delivered
BOL-2026-000241,2026-06-03 14:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5640.7,5703.9,84.9,delivered
BOL-2026-000242,2026-07-06 09:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4684.4,4742.3,77.9,delivered
BOL-2026-000243,2026-06-19 10:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6641.5,6737.7,92.2,delivered
BOL-2026-000244,2026-07-24 17:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7077.8,7167.7,78.4,delivered
BOL-2026-000245,2026-06-24 12:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7441.2,7630.7,96.9,delivered
BOL-2026-000246,2026-07-17 05:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4467.1,4500.9,76.8,delivered
BOL-2026-000247,2026-06-30 21:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6946.5,7060.9,96.6,delivered
BOL-2026-000248,2026-06-16 09:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6804.7,6917.4,84.0,delivered
BOL-2026-000249,2026-07-03 11:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7585.7,7676.5,86.6,delivered
BOL-2026-000250,2026-06-26 08:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5069.3,5130.7,86.9,delivered
BOL-2026-000251,2026-07-24 19:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6302.0,6403.0,95.6,delivered
BOL-2026-000252,2026-06-04 09:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6602.8,6739.9,90.1,delivered
BOL-2026-000253,2026-06-02 13:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4394.7,4438.8,82.3,delivered
BOL-2026-000254,2026-07-31 07:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7506.6,7674.4,92.4,delivered
BOL-2026-000255,2026-07-13 18:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7939.4,8067.3,95.8,delivered
BOL-2026-000256,2026-07-15 09:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8469.2,8558.4,83.4,delivered
BOL-2026-000257,2026-07-30 05:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7292.1,7371.5,84.2,delivered
BOL-2026-000258,2026-06-17 19:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7963.4,8141.4,92.4,quality_hold
BOL-2026-000259,2026-07-13 05:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4344.4,4429.2,88.3,delivered
BOL-2026-000260,2026-06-04 06:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7443.9,7611.3,92.6,delivered
BOL-2026-000261,2026-07-31 12:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7521.9,7696.3,93.6,delivered
BOL-2026-000262,2026-07-25 21:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6593.9,6722.2,88.2,delivered
BOL-2026-000263,2026-06-13 18:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8248.8,8420.1,90.1,delivered
BOL-2026-000264,2026-06-23 18:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7444.0,7574.5,85.4,delivered
BOL-2026-000265,2026-06-22 09:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8361.5,8464.6,87.4,delivered
BOL-2026-000266,2026-06-18 11:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7842.7,7899.9,76.2,delivered
BOL-2026-000267,2026-06-14 13:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7956.6,8022.8,78.5,delivered
BOL-2026-000268,2026-07-17 11:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5503.7,5639.7,95.8,delivered
BOL-2026-000269,2026-06-14 08:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5243.2,5310.4,88.5,delivered
BOL-2026-000270,2026-07-27 15:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5744.8,5825.3,80.3,delivered
BOL-2026-000271,2026-07-05 08:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8131.6,8260.1,82.9,delivered
BOL-2026-000272,2026-07-08 12:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8219.5,8377.7,87.9,delivered
BOL-2026-000273,2026-06-11 15:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6347.0,6477.1,89.7,delivered
BOL-2026-000274,2026-06-19 20:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4923.4,4996.7,93.1,delivered
BOL-2026-000275,2026-07-17 20:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6959.8,7008.0,75.4,quality_hold
BOL-2026-000276,2026-07-23 06:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5195.2,5306.3,91.0,quality_hold
BOL-2026-000277,2026-07-05 16:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6851.0,6929.9,85.6,delivered
BOL-2026-000278,2026-06-01 18:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6503.7,6597.5,80.9,delivered
BOL-2026-000279,2026-07-15 18:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4840.3,4902.4,78.6,delivered
BOL-2026-000280,2026-07-22 13:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6173.7,6258.0,79.8,delivered
BOL-2026-000281,2026-06-22 07:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4336.2,4382.4,83.7,delivered
BOL-2026-000282,2026-07-04 05:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6065.8,6203.1,92.8,delivered
BOL-2026-000283,2026-07-24 08:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8075.5,8186.7,90.6,delivered
BOL-2026-000284,2026-06-20 07:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6623.1,6667.2,74.8,delivered
BOL-2026-000285,2026-06-23 11:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7729.9,7923.5,96.3,delivered
BOL-2026-000286,2026-07-08 17:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7449.1,7507.4,77.4,delivered
BOL-2026-000287,2026-07-17 21:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6079.5,6172.8,94.1,delivered
BOL-2026-000288,2026-07-19 17:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8468.1,8618.8,85.8,delivered
BOL-2026-000289,2026-07-28 18:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4568.5,4627.7,88.8,delivered
BOL-2026-000290,2026-07-16 07:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6925.8,7077.8,91.8,delivered
BOL-2026-000291,2026-06-08 05:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4639.6,4691.1,76.1,delivered
BOL-2026-000292,2026-07-08 21:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6583.1,6711.6,88.3,delivered
BOL-2026-000293,2026-07-24 05:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7316.8,7455.1,87.4,delivered
BOL-2026-000294,2026-06-18 21:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5356.4,5405.6,80.4,delivered
BOL-2026-000295,2026-06-13 13:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5752.8,5898.5,96.7,delivered
BOL-2026-000296,2026-07-05 11:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8279.9,8405.6,82.0,delivered
BOL-2026-000297,2026-07-21 15:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7895.9,8099.7,97.4,delivered
BOL-2026-000298,2026-06-24 11:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8365.5,8486.7,81.0,delivered
BOL-2026-000299,2026-07-04 12:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5889.6,5957.5,76.7,delivered
BOL-2026-000300,2026-07-10 10:50:00,BMT,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8254.8,8325.4,79.0,delivered
BOL-2026-000301,2026-07-23 07:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5502.2,5552.0,80.1,delivered
BOL-2026-000302,2026-07-01 17:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6703.6,6827.6,86.8,delivered
BOL-2026-000303,2026-07-25 18:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7217.0,7383.8,93.5,delivered
BOL-2026-000304,2026-07-27 08:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6982.1,7029.5,75.1,delivered
BOL-2026-000305,2026-07-14 17:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4245.4,4284.0,80.2,delivered
BOL-2026-000306,2026-07-06 12:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7122.1,7272.5,90.6,delivered
BOL-2026-000307,2026-07-31 20:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4569.2,4676.4,94.0,delivered
BOL-2026-000308,2026-06-26 15:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5697.7,5739.5,76.3,delivered
BOL-2026-000309,2026-07-02 07:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4297.1,4362.9,82.2,delivered
BOL-2026-000310,2026-07-21 12:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6607.4,6776.1,97.0,delivered
BOL-2026-000311,2026-06-30 10:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4325.5,4381.4,88.7,delivered
BOL-2026-000312,2026-07-10 17:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7435.0,7546.7,93.4,delivered
BOL-2026-000313,2026-06-08 10:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5328.1,5455.7,94.7,delivered
BOL-2026-000314,2026-07-12 17:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5713.5,5812.1,85.0,delivered
BOL-2026-000315,2026-07-14 14:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5546.7,5622.1,79.7,delivered
BOL-2026-000316,2026-06-27 09:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6671.7,6783.1,84.2,delivered
BOL-2026-000317,2026-07-07 10:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5004.5,5122.6,94.2,delivered
BOL-2026-000318,2026-07-24 05:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8344.5,8494.8,86.1,delivered
BOL-2026-000319,2026-07-15 18:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4555.5,4585.6,74.7,delivered
BOL-2026-000320,2026-06-21 13:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6166.5,6301.8,91.8,delivered
BOL-2026-000321,2026-07-08 08:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7740.1,7861.9,82.8,delivered
BOL-2026-000322,2026-06-03 19:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7364.8,7515.7,89.7,delivered
BOL-2026-000323,2026-07-25 06:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4574.0,4683.8,94.8,delivered
BOL-2026-000324,2026-07-21 11:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7256.2,7402.4,89.2,delivered
BOL-2026-000325,2026-06-11 11:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6488.8,6571.4,88.3,delivered
BOL-2026-000326,2026-07-30 14:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6412.0,6569.5,95.6,delivered
BOL-2026-000327,2026-06-10 18:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4745.6,4819.9,94.8,delivered
BOL-2026-000328,2026-07-16 12:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6919.3,7058.2,89.1,delivered
BOL-2026-000329,2026-06-06 07:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,8226.2,8356.2,82.9,delivered
BOL-2026-000330,2026-06-24 05:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6929.8,7076.6,90.7,delivered
BOL-2026-000331,2026-07-21 17:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6327.3,6389.1,81.7,delivered
BOL-2026-000332,2026-07-07 09:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8044.9,8161.8,92.3,quality_hold
BOL-2026-000333,2026-07-12 19:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6097.5,6156.4,74.0,delivered
BOL-2026-000334,2026-06-15 09:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7969.4,8058.5,76.2,delivered
BOL-2026-000335,2026-06-06 10:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7207.6,7305.1,79.6,delivered
BOL-2026-000336,2026-07-16 05:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5172.6,5280.7,90.3,quality_hold
BOL-2026-000337,2026-07-15 08:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5184.5,5222.1,76.1,delivered
BOL-2026-000338,2026-06-08 16:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7438.6,7526.9,77.2,delivered
BOL-2026-000339,2026-06-11 21:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6092.4,6224.0,91.3,delivered
BOL-2026-000340,2026-06-11 18:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4572.8,4606.5,76.4,delivered
BOL-2026-000341,2026-07-10 17:25:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4801.3,4845.8,80.6,delivered
BOL-2026-000342,2026-07-08 14:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7966.1,8070.0,78.9,delivered
BOL-2026-000343,2026-06-14 17:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7613.2,7680.7,79.7,delivered
BOL-2026-000344,2026-06-18 07:40:00,BMT,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8215.9,8279.5,77.2,delivered
BOL-2026-000345,2026-07-09 16:40:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8304.1,8425.5,92.5,quality_hold
BOL-2026-000346,2026-06-05 13:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7593.9,7731.2,86.2,delivered
BOL-2026-000347,2026-07-05 18:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6507.2,6591.5,88.8,delivered
BOL-2026-000348,2026-06-23 21:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,5605.0,5675.9,88.1,delivered
BOL-2026-000349,2026-07-13 07:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7839.8,7894.1,75.4,delivered
BOL-2026-000350,2026-07-01 19:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7389.3,7495.0,91.8,delivered
BOL-2026-000351,2026-07-16 05:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6424.1,6573.5,93.7,delivered
BOL-2026-000352,2026-06-27 13:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4326.2,4391.2,93.4,delivered
BOL-2026-000353,2026-06-05 07:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,6348.3,6469.2,87.6,delivered
BOL-2026-000354,2026-06-19 08:45:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7385.4,7432.3,74.1,delivered
BOL-2026-000355,2026-06-01 06:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4969.5,5096.4,97.0,quality_hold
BOL-2026-000356,2026-07-21 18:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7297.2,7400.4,80.5,delivered
BOL-2026-000357,2026-06-27 21:50:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7658.7,7788.3,97.6,delivered
BOL-2026-000358,2026-06-05 19:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4571.5,4622.9,85.0,delivered
BOL-2026-000359,2026-06-21 14:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6744.3,6822.6,85.8,delivered
BOL-2026-000360,2026-06-15 12:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5201.9,5281.9,82.3,delivered
BOL-2026-000361,2026-07-25 15:00:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,7373.8,7444.8,81.4,delivered
BOL-2026-000362,2026-07-31 18:35:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4812.2,4857.0,80.7,quality_hold
BOL-2026-000363,2026-06-17 21:30:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8390.6,8451.0,76.0,delivered
BOL-2026-000364,2026-06-10 17:05:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,7048.5,7131.7,77.1,delivered
BOL-2026-000365,2026-07-24 17:55:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,6146.9,6201.1,79.6,delivered
BOL-2026-000366,2026-06-10 08:10:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,5550.3,5615.0,76.9,delivered
BOL-2026-000367,2026-07-19 19:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,RBOB,4588.8,4694.6,93.4,delivered
BOL-2026-000368,2026-07-16 06:15:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,4592.2,4633.5,80.0,delivered
BOL-2026-000369,2026-07-06 14:20:00,HSC,APEX-HOU,APEX-PAYER,APEX-BILL,ULSD,8294.0,8422.8,94.5,delivered
