invoice_id,ticket_id,product_code,line_gallons_net,line_amount_usd
INV-2026-0009,BOL-2026-000454,ULSD,5968.5,13799.17
INV-2026-0009,BOL-2026-000457,ULSD,7850.0,18149.20
INV-2026-0009,BOL-2026-000464,RBOB,7392.8,16145.88
INV-2026-0009,BOL-2026-000468,RBOB,7995.6,17462.39
INV-2026-0009,BOL-2026-000485,ULSD,8117.0,18766.50
INV-2026-0009,BOL-2026-000498,RBOB,4912.1,10728.03
INV-2026-0009,BOL-2026-000502,RBOB,4774.7,10427.94
INV-2026-0009,BOL-2026-000503,ULSD,5836.5,13493.99
INV-2026-0009,BOL-2026-000521,RBOB,4223.7,9224.56
INV-2026-0009,BOL-2026-000530,ULSD,6036.7,13956.85
INV-2026-0009,BOL-2026-000545,ULSD,4145.3,9583.93
INV-2026-0009,BOL-2026-000550,RBOB,8017.5,17510.22
INV-2026-0009,BOL-2026-000553,ULSD,5998.2,13867.84
INV-2026-0009,BOL-2026-000565,RBOB,7913.4,17282.87
INV-2026-0009,BOL-2026-000582,ULSD,6829.0,15788.65
INV-2026-0009,BOL-2026-000589,ULSD,6171.4,14268.28
INV-2026-0009,BOL-2026-000592,ULSD,4016.0,9284.99
INV-2026-0009,BOL-2026-000595,ULSD,6990.8,16162.73
INV-2026-0009,BOL-2026-000616,RBOB,5142.5,11231.22
INV-2026-0009,BOL-2026-000617,RBOB,6214.7,13572.90
INV-2026-0009,BOL-2026-000618,ULSD,3991.3,9227.89
INV-2026-0009,BOL-2026-000620,RBOB,6657.4,14539.76
INV-2026-0009,BOL-2026-000628,RBOB,6965.5,15212.65
INV-2026-0009,BOL-2026-000644,RBOB,5646.2,12331.30
INV-2026-0009,BOL-2026-000651,ULSD,5871.6,13575.14
INV-2026-0009,BOL-2026-000654,ULSD,7879.3,18216.94
INV-2026-0009,BOL-2026-000655,ULSD,4824.0,11153.09
INV-2026-0009,BOL-2026-000663,ULSD,7106.8,16430.92
INV-2026-0009,BOL-2026-000681,ULSD,7895.8,18255.09
INV-2026-0009,BOL-2026-000684,ULSD,5082.6,11750.97
INV-2026-0009,BOL-2026-000694,RBOB,4425.2,9664.64
INV-2026-0009,BOL-2026-000698,RBOB,7097.5,15500.94
INV-2026-0009,BOL-2026-000701,RBOB,6403.8,13985.90
INV-2026-0009,BOL-2026-000725,ULSD,6160.9,14244.00
INV-2026-0009,BOL-2026-000739,ULSD,4573.9,10574.86
INV-2026-0009,BOL-2026-000745,ULSD,4180.5,9665.32
INV-2026-0009,BOL-2026-000752,ULSD,3943.9,9118.30
INV-2026-0009,BOL-2026-000766,RBOB,6327.9,13820.13
INV-2026-0010,BOL-2026-001181,JETA,10077.2,21726.44
INV-2026-0011,BOL-2026-001022,JETA,6697.0,14438.73
INV-2026-0011,BOL-2026-001030,JETA,5931.3,12787.88
INV-2026-0011,BOL-2026-001087,JETA,9088.7,19595.24
INV-2026-0011,BOL-2026-001109,JETA,10640.4,22940.70
INV-2026-0011,BOL-2026-001158,JETA,6897.2,14870.36
INV-2026-0011,BOL-2026-001160,JETA,10304.0,22215.42
INV-2026-0011,BOL-2026-001170,JETA,9479.8,20438.45
INV-2026-0011,BOL-2026-001200,JETA,9407.7,20283.00
INV-2026-0012,BOL-2026-001045,JETA,5877.0,12670.81
INV-2026-0012,BOL-2026-001053,JETA,10340.3,22293.69
INV-2026-0012,BOL-2026-001063,JETA,8580.2,18498.91
INV-2026-0012,BOL-2026-001074,JETA,7279.0,15693.52
INV-2026-0012,BOL-2026-001080,JETA,6685.8,14414.58
INV-2026-0012,BOL-2026-001092,JETA,5474.9,11803.88
INV-2026-0012,BOL-2026-001098,JETA,8242.6,17771.05
INV-2026-0012,BOL-2026-001146,JETA,8977.0,19354.41
INV-2026-0012,BOL-2026-001164,JETA,2309.8,4979.93
INV-2026-0012,BOL-2026-001167,JETA,7076.6,15257.15
INV-2026-0012,BOL-2026-001186,JETA,7135.0,15383.06
INV-2026-0012,BOL-2026-001196,JETA,8662.3,18675.92
INV-2026-0013,BOL-2026-001034,JETA,7533.0,16241.15
INV-2026-0013,BOL-2026-001095,JETA,10725.2,23123.53
INV-2026-0013,BOL-2026-001112,JETA,4401.2,9488.99
INV-2026-0013,BOL-2026-001128,JETA,3136.0,6761.22
INV-2026-0013,BOL-2026-001137,JETA,10824.2,23336.98
INV-2026-0013,BOL-2026-001138,JETA,2932.6,6322.69
INV-2026-0013,BOL-2026-001162,JETA,8322.9,17944.17
INV-2026-0013,BOL-2026-001172,JETA,3852.1,8305.13
INV-2026-0013,BOL-2026-001173,JETA,9154.0,19736.02
INV-2026-0013,BOL-2026-001182,JETA,5309.6,11447.50
INV-2026-0013,BOL-2026-001199,JETA,10580.9,22812.42
INV-2026-0014,BOL-2026-001024,JETA,3977.7,8575.92
INV-2026-0014,BOL-2026-001027,JETA,8327.2,17953.44
INV-2026-0014,BOL-2026-001094,JETA,7833.6,16889.24
INV-2026-0014,BOL-2026-001115,JETA,6417.8,13836.78
INV-2026-0014,BOL-2026-001187,JETA,8088.5,17438.81
INV-2026-0014,BOL-2026-001189,JETA,6479.4,13969.59
INV-2026-0015,BOL-2026-001032,JETA,3571.7,7700.59
INV-2026-0015,BOL-2026-001036,JETA,7841.2,16905.63
INV-2026-0015,BOL-2026-001046,JETA,6480.9,13972.82
INV-2026-0015,BOL-2026-001057,JETA,8465.1,18250.76
INV-2026-0015,BOL-2026-001067,JETA,6253.3,13482.11
INV-2026-0015,BOL-2026-001073,JETA,3916.8,8444.62
INV-2026-0015,BOL-2026-001090,JETA,2854.4,6154.09
INV-2026-0015,BOL-2026-001101,JETA,4889.8,10542.41
INV-2026-0015,BOL-2026-001113,JETA,6059.4,13064.07
INV-2026-0015,BOL-2026-001151,JETA,3095.3,6673.47
INV-2026-0015,BOL-2026-001166,JETA,7853.6,16932.36
INV-2026-0015,BOL-2026-001175,JETA,10089.3,21752.53
INV-2026-0015,BOL-2026-001180,JETA,7188.7,15498.84
INV-2026-0016,BOL-2026-001031,JETA,10568.9,22786.55
INV-2026-0016,BOL-2026-001041,JETA,8462.2,18244.50
INV-2026-0016,BOL-2026-001047,JETA,9320.8,20095.64
INV-2026-0016,BOL-2026-001051,JETA,5979.2,12891.16
INV-2026-0016,BOL-2026-001062,JETA,4169.5,8989.44
INV-2026-0016,BOL-2026-001070,JETA,2717.6,5859.15
INV-2026-0016,BOL-2026-001071,JETA,9029.1,19466.74
INV-2026-0016,BOL-2026-001081,JETA,3793.7,8179.22
INV-2026-0016,BOL-2026-001082,JETA,9787.5,21101.85
INV-2026-0016,BOL-2026-001084,JETA,3789.8,8170.81
INV-2026-0016,BOL-2026-001085,JETA,7943.2,17125.54
INV-2026-0016,BOL-2026-001100,JETA,6324.3,13635.19
INV-2026-0016,BOL-2026-001102,JETA,7262.8,15658.60
INV-2026-0016,BOL-2026-001104,JETA,9516.3,20517.14
INV-2026-0016,BOL-2026-001106,JETA,10385.6,22391.35
INV-2026-0016,BOL-2026-001116,JETA,8926.7,19245.97
INV-2026-0016,BOL-2026-001124,JETA,10498.4,22634.55
INV-2026-0016,BOL-2026-001126,JETA,5141.7,11085.51
INV-2026-0016,BOL-2026-001135,JETA,6820.6,14705.21
INV-2026-0016,BOL-2026-001147,JETA,9703.9,20921.61
INV-2026-0016,BOL-2026-001149,JETA,6701.6,14448.65
INV-2026-0016,BOL-2026-001183,JETA,10332.6,22277.09
INV-2026-0016,BOL-2026-001184,JETA,10270.8,22143.84
INV-2026-0016,BOL-2026-001188,JETA,10273.7,22150.10
INV-2026-0017,BOL-2026-001023,JETA,3291.7,7096.91
INV-2026-0017,BOL-2026-001040,JETA,3496.8,7539.10
INV-2026-0017,BOL-2026-001058,JETA,4851.9,10460.70
INV-2026-0017,BOL-2026-001078,JETA,4863.7,10486.14
INV-2026-0017,BOL-2026-001083,JETA,6864.8,14800.51
INV-2026-0017,BOL-2026-001088,JETA,7534.3,16243.95
INV-2026-0017,BOL-2026-001105,JETA,10300.0,22206.80
INV-2026-0017,BOL-2026-001118,JETA,10792.7,23269.06
INV-2026-0017,BOL-2026-001121,JETA,7402.5,15959.79
INV-2026-0017,BOL-2026-001127,JETA,8737.8,18838.70
INV-2026-0017,BOL-2026-001148,JETA,4345.5,9368.90
INV-2026-0017,BOL-2026-001176,JETA,9845.5,21226.90
INV-2026-0017,BOL-2026-001198,JETA,7289.7,15716.59
INV-2026-0018,BOL-2026-001038,JETA,5440.0,11728.64
INV-2026-0018,BOL-2026-001061,JETA,10098.1,21771.50
INV-2026-0018,BOL-2026-001079,JETA,4621.9,9964.82
INV-2026-0018,BOL-2026-001086,JETA,6991.0,15072.60
INV-2026-0018,BOL-2026-001089,JETA,9733.5,20985.43
INV-2026-0018,BOL-2026-001097,JETA,2622.1,5653.25
INV-2026-0018,BOL-2026-001103,JETA,3400.6,7331.69
INV-2026-0018,BOL-2026-001130,JETA,3887.0,8380.37
INV-2026-0018,BOL-2026-001136,JETA,4768.2,10280.24
INV-2026-0018,BOL-2026-001139,JETA,7708.4,16619.31
INV-2026-0018,BOL-2026-001157,JETA,10761.1,23200.93
INV-2026-0018,BOL-2026-001163,JETA,7318.1,15777.82
INV-2026-0018,BOL-2026-001169,JETA,9438.0,20348.33
INV-2026-0018,BOL-2026-001177,JETA,9982.7,21522.70
INV-2026-0018,BOL-2026-001178,JETA,7932.3,17102.04
INV-2026-0018,BOL-2026-001193,JETA,4483.1,9665.56
INV-2026-0019,BOL-2026-000944,ULSD,6343.2,14665.48
INV-2026-0020,BOL-2026-000808,ULSD,4836.6,11182.22
INV-2026-0020,BOL-2026-000815,RBOB,6561.9,14331.19
INV-2026-0020,BOL-2026-000829,ULSD,5025.7,11619.42
INV-2026-0020,BOL-2026-000833,ULSD,7558.4,17475.02
INV-2026-0020,BOL-2026-000867,ULSD,6397.0,14789.86
INV-2026-0020,BOL-2026-000885,ULSD,7331.6,16950.66
INV-2026-0020,BOL-2026-000887,RBOB,5860.0,12798.24
INV-2026-0020,BOL-2026-000910,ULSD,3604.8,8334.30
INV-2026-0020,BOL-2026-000922,ULSD,6797.8,15716.51
INV-2026-0020,BOL-2026-000923,ULSD,5346.2,12360.41
INV-2026-0020,BOL-2026-000931,ULSD,4523.4,10458.10
INV-2026-0020,BOL-2026-000957,ULSD,7602.3,17576.52
INV-2026-0020,BOL-2026-000959,ULSD,6328.1,14630.57
INV-2026-0020,BOL-2026-001000,ULSD,5278.9,12204.82
INV-2026-0021,BOL-2026-000805,ULSD,6676.7,15436.53
INV-2026-0021,BOL-2026-000843,ULSD,4568.5,10562.37
INV-2026-0021,BOL-2026-000858,ULSD,5246.8,12130.60
INV-2026-0021,BOL-2026-000884,ULSD,7042.0,16281.10
INV-2026-0021,BOL-2026-000911,ULSD,3112.4,7195.87
INV-2026-0021,BOL-2026-000937,ULSD,3976.6,9193.90
INV-2026-0021,BOL-2026-000945,ULSD,6223.7,14389.19
INV-2026-0021,BOL-2026-000965,ULSD,5463.0,12630.46
INV-2026-0021,BOL-2026-000974,RBOB,3100.8,6772.15
INV-2026-0021,BOL-2026-001007,ULSD,6741.7,15586.81
INV-2026-0022,BOL-2026-000792,ULSD,6315.9,14602.36
INV-2026-0022,BOL-2026-000802,RBOB,3061.4,6686.10
INV-2026-0022,BOL-2026-000847,ULSD,4888.8,11302.91
INV-2026-0022,BOL-2026-000851,RBOB,4277.8,9342.72
INV-2026-0022,BOL-2026-000907,ULSD,6463.4,14943.38
INV-2026-0022,BOL-2026-000912,ULSD,6513.5,15059.21
INV-2026-0022,BOL-2026-000914,RBOB,7292.8,15927.48
INV-2026-0022,BOL-2026-000964,ULSD,5310.7,12278.34
INV-2026-0022,BOL-2026-000978,ULSD,6818.9,15765.30
INV-2026-0022,BOL-2026-000982,RBOB,4468.8,9759.86
INV-2026-0022,BOL-2026-000992,ULSD,7194.0,16632.53
INV-2026-0022,BOL-2026-001008,ULSD,6243.0,14433.82
INV-2026-0022,BOL-2026-001011,RBOB,3850.7,8409.93
INV-2026-0022,BOL-2026-001012,ULSD,3854.1,8910.68
INV-2026-0022,BOL-2026-001015,ULSD,4618.2,10677.28
INV-2026-0022,BOL-2026-001016,ULSD,4995.3,11549.13
INV-2026-0022,BOL-2026-001020,RBOB,7710.8,16840.39
INV-2026-0023,BOL-2026-000785,RBOB,6678.9,14586.72
INV-2026-0023,BOL-2026-000794,ULSD,3985.9,9215.40
INV-2026-0023,BOL-2026-000801,RBOB,5658.8,12358.82
INV-2026-0023,BOL-2026-000816,ULSD,4686.1,10834.26
INV-2026-0023,BOL-2026-000828,ULSD,4133.4,9556.42
INV-2026-0023,BOL-2026-000832,ULSD,7527.2,17402.89
INV-2026-0023,BOL-2026-000837,ULSD,6942.6,16051.29
INV-2026-0023,BOL-2026-000855,ULSD,5673.6,13117.36
INV-2026-0023,BOL-2026-000926,ULSD,5596.8,12939.80
INV-2026-0023,BOL-2026-000969,ULSD,3503.3,8099.63
INV-2026-0023,BOL-2026-000980,ULSD,4544.8,10507.58
INV-2026-0023,BOL-2026-000988,ULSD,3041.0,7030.79
INV-2026-0023,BOL-2026-000994,ULSD,3737.7,8641.56
INV-2026-0024,BOL-2026-000784,ULSD,5013.7,11591.67
INV-2026-0024,BOL-2026-000803,ULSD,4895.1,11317.47
INV-2026-0024,BOL-2026-000842,ULSD,3481.9,8050.15
INV-2026-0024,BOL-2026-000859,ULSD,5396.2,12476.01
INV-2026-0024,BOL-2026-000860,RBOB,6982.0,15248.69
INV-2026-0024,BOL-2026-000863,ULSD,6403.3,14804.43
INV-2026-0024,BOL-2026-000882,ULSD,4731.5,10939.23
INV-2026-0024,BOL-2026-000883,ULSD,6916.6,15991.18
INV-2026-0024,BOL-2026-000886,ULSD,5733.3,13255.39
INV-2026-0024,BOL-2026-000904,ULSD,6696.7,15482.77
INV-2026-0024,BOL-2026-000916,ULSD,6949.6,16067.48
INV-2026-0024,BOL-2026-000934,ULSD,5865.6,13561.27
INV-2026-0024,BOL-2026-000943,ULSD,3641.9,8420.07
INV-2026-0024,BOL-2026-000953,ULSD,4315.4,9977.20
INV-2026-0024,BOL-2026-001018,ULSD,4868.1,11255.05
INV-2026-0025,BOL-2026-000783,ULSD,7057.3,16316.48
INV-2026-0025,BOL-2026-000791,ULSD,4067.3,9403.60
INV-2026-0025,BOL-2026-000796,ULSD,5775.0,13351.80
INV-2026-0025,BOL-2026-000798,ULSD,6232.9,14410.46
INV-2026-0025,BOL-2026-000800,ULSD,3194.9,7386.61
INV-2026-0025,BOL-2026-000809,ULSD,5362.5,12398.10
INV-2026-0025,BOL-2026-000810,ULSD,5594.5,12934.48
INV-2026-0025,BOL-2026-000817,ULSD,4620.5,10682.60
INV-2026-0025,BOL-2026-000826,ULSD,3963.1,9162.69
INV-2026-0025,BOL-2026-000838,RBOB,4214.3,9204.03
INV-2026-0025,BOL-2026-000845,ULSD,6684.5,15454.56
INV-2026-0025,BOL-2026-000846,ULSD,3640.8,8417.53
INV-2026-0025,BOL-2026-000861,ULSD,7560.2,17479.18
INV-2026-0025,BOL-2026-000872,RBOB,6287.8,13732.56
INV-2026-0025,BOL-2026-000877,ULSD,4982.5,11519.54
INV-2026-0025,BOL-2026-000890,RBOB,6348.1,13864.25
INV-2026-0025,BOL-2026-000893,ULSD,5984.8,13836.86
INV-2026-0025,BOL-2026-000898,ULSD,6835.1,15802.75
INV-2026-0025,BOL-2026-000915,ULSD,6431.3,14869.17
INV-2026-0025,BOL-2026-000950,ULSD,5894.3,13627.62
INV-2026-0025,BOL-2026-000958,ULSD,6667.7,15415.72
INV-2026-0025,BOL-2026-000962,RBOB,4630.2,10112.36
INV-2026-0025,BOL-2026-000967,ULSD,5685.4,13144.64
INV-2026-0025,BOL-2026-000970,ULSD,5994.8,13859.98
INV-2026-0025,BOL-2026-000993,ULSD,6612.6,15288.33
INV-2026-0025,BOL-2026-000995,ULSD,5565.6,12867.67
INV-2026-0025,BOL-2026-001001,ULSD,3035.7,7018.54
INV-2026-0025,BOL-2026-001005,RBOB,7178.6,15678.06
INV-2026-0025,BOL-2026-001010,ULSD,6425.2,14855.06
INV-2026-0026,BOL-2026-000804,ULSD,3961.3,9158.53
INV-2026-0026,BOL-2026-000823,RBOB,5591.7,12212.27
INV-2026-0026,BOL-2026-000824,ULSD,3089.3,7142.46
INV-2026-0026,BOL-2026-000827,ULSD,7373.5,17047.53
INV-2026-0026,BOL-2026-000844,ULSD,3014.8,6970.22
INV-2026-0026,BOL-2026-000848,RBOB,6007.8,13121.04
INV-2026-0026,BOL-2026-000880,RBOB,3898.5,8514.32
INV-2026-0026,BOL-2026-000889,ULSD,3304.9,7640.93
INV-2026-0026,BOL-2026-000903,ULSD,6848.5,15833.73
INV-2026-0026,BOL-2026-000917,ULSD,3624.3,8379.38
INV-2026-0026,BOL-2026-000925,ULSD,5159.7,11929.23
INV-2026-0026,BOL-2026-000929,ULSD,3862.8,8930.79
INV-2026-0026,BOL-2026-000998,ULSD,3824.8,8842.94
INV-2026-0026,BOL-2026-001013,ULSD,5509.8,12738.66
INV-2026-0027,BOL-2026-000786,RBOB,4445.1,9708.10
INV-2026-0027,BOL-2026-000821,ULSD,5752.9,13300.70
INV-2026-0027,BOL-2026-000822,ULSD,6845.7,15827.26
INV-2026-0027,BOL-2026-000831,RBOB,5887.7,12858.74
INV-2026-0027,BOL-2026-000836,ULSD,3542.2,8189.57
INV-2026-0027,BOL-2026-000839,RBOB,4864.7,10624.50
INV-2026-0027,BOL-2026-000841,ULSD,6951.3,16071.41
INV-2026-0027,BOL-2026-000874,ULSD,3446.1,7967.38
INV-2026-0027,BOL-2026-000875,ULSD,3403.1,7867.97
INV-2026-0027,BOL-2026-000876,RBOB,4442.0,9701.33
INV-2026-0027,BOL-2026-000878,ULSD,3078.1,7116.57
INV-2026-0027,BOL-2026-000879,ULSD,4428.7,10239.15
INV-2026-0027,BOL-2026-000908,RBOB,5141.7,11229.47
INV-2026-0027,BOL-2026-000924,ULSD,7321.4,16927.08
INV-2026-0027,BOL-2026-000927,ULSD,6821.6,15771.54
INV-2026-0027,BOL-2026-000942,ULSD,5173.0,11959.98
INV-2026-0027,BOL-2026-000949,ULSD,4901.2,11331.57
INV-2026-0027,BOL-2026-000961,ULSD,7150.0,16530.80
INV-2026-0027,BOL-2026-000986,ULSD,7447.7,17219.08
INV-2026-0027,BOL-2026-000989,RBOB,3057.1,6676.71
INV-2026-0027,BOL-2026-000997,ULSD,7622.4,17622.99
